CustomerID,ProdTaken,Age,TypeofContact,CityTier,DurationOfPitch,Occupation,Gender,NumberOfPersonVisiting,NumberOfFollowups,ProductPitched,PreferredPropertyStar,MaritalStatus,NumberOfTrips,Passport,PitchSatisfactionScore,OwnCar,NumberOfChildrenVisiting,Designation,MonthlyIncome
200372,0,35,Self Enquiry,1,15,Salaried,Male,3,4,Deluxe,4,Unmarried,1,0,2,1,2,Manager,21540
200438,0,35,Self Enquiry,1,22,Salaried,Male,3,3,Standard,3,Divorced,5,1,2,0,1,Senior Manager,22632
200508,0,35,Self Enquiry,1,12,Salaried,Male,2,5,Deluxe,3,Unmarried,2,0,5,1,0,Manager,21646
200515,0,35,Company Invited,1,9,Salaried,Male,2,4,Basic,3,Divorced,2,0,2,1,1,Executive,16281
200557,0,35,Company Invited,1,8,Salaried,Female,3,3,Deluxe,5,Married,3,0,4,0,0,Manager,20093
200580,0,35,Self Enquiry,3,14,Salaried,Female,3,3,Basic,3,Divorced,2,0,3,0,0,Executive,17572
200596,0,35,Self Enquiry,1,6,Salaried,Female,2,1,Basic,3,Single,4,0,3,0,0,Executive,17506
200611,0,35,Self Enquiry,1,13,Salaried,Male,2,3,Standard,3,Unmarried,4,0,3,0,0,Senior Manager,25221
200620,0,35,Self Enquiry,1,33,Small Business,Female,2,4,Basic,5,Single,2,0,4,1,1,Executive,17559
200635,0,35,Self Enquiry,1,15,Salaried,Female,3,4,Standard,3,Divorced,2,1,4,1,1,Senior Manager,25685
200636,1,35,Company Invited,1,31,Salaried,Female,3,3,Basic,4,Married,2,1,3,0,0,Executive,17022
200647,0,35,Self Enquiry,1,31,Large Business,Male,3,4,Standard,4,Divorced,4,0,3,1,1,Senior Manager,25903
200704,0,35,Self Enquiry,3,9,Salaried,Male,3,3,Standard,3,Married,7,0,5,0,1,Senior Manager,22823
200729,0,35,Self Enquiry,1,31,Small Business,Female,2,3,Standard,3,Married,2,1,3,1,1,Senior Manager,25388
200791,1,35,Self Enquiry,3,10,Large Business,Male,2,3,Standard,5,Unmarried,1,1,4,1,1,Senior Manager,24582
200840,0,35,Self Enquiry,1,6,Small Business,Male,2,4,Basic,3,Divorced,7,0,2,1,1,Executive,17258
200846,0,35,Self Enquiry,1,8,Salaried,Male,2,4,Standard,4,Married,3,0,4,1,0,Senior Manager,25274
200848,0,35,Company Invited,1,10,Salaried,Male,2,4,Basic,3,Divorced,2,0,2,1,0,Executive,17376
200870,0,35,Self Enquiry,3,23,Salaried,Male,3,3,Deluxe,5,Divorced,4,1,3,1,1,Manager,23966
200888,0,35,Company Invited,3,14,Small Business,Female,3,4,Standard,3,Divorced,5,1,5,1,2,Senior Manager,25377
200973,0,35,Self Enquiry,1,6,Small Business,Female,2,4,Deluxe,3,Divorced,1,0,1,1,1,Manager,20363
201002,0,35,Company Invited,1,24,Salaried,Male,2,3,Standard,3,Unmarried,3,0,3,0,0,Senior Manager,24362
201059,0,35,Self Enquiry,3,13,Salaried,Male,3,3,Basic,3,Divorced,2,0,3,1,0,Executive,17404
201081,0,35,Self Enquiry,1,22,Salaried,Fe Male,3,4,Standard,4,Unmarried,2,0,1,1,2,Senior Manager,23606
201100,0,35,Self Enquiry,3,34,Salaried,Female,3,4,Basic,3,Married,1,0,4,1,2,Executive,17430
201108,0,35,Self Enquiry,1,6,Small Business,Male,3,4,Basic,5,Single,2,0,1,0,2,Executive,17450
201110,1,35,Self Enquiry,1,8,Salaried,Female,3,3,Basic,5,Married,2,1,1,1,1,Executive,17074
201123,0,35,Self Enquiry,1,16,Small Business,Female,2,3,Deluxe,3,Single,4,1,1,1,0,Manager,21142
201134,0,35,Self Enquiry,1,13,Salaried,Male,3,4,Basic,3,Married,2,0,3,1,0,Executive,17690
201150,0,35,Self Enquiry,1,24,Salaried,Male,2,1,Deluxe,5,Married,2,0,3,0,1,Manager,20208
201162,1,35,Self Enquiry,3,16,Small Business,Male,2,4,Standard,5,Married,1,0,5,1,1,Senior Manager,25306
201167,1,35,Self Enquiry,3,21,Small Business,Male,2,5,Deluxe,3,Married,7,1,1,1,1,Manager,20440
201232,0,35,Self Enquiry,1,33,Salaried,Male,2,3,Deluxe,3,Married,3,0,5,0,1,Manager,21883
201281,1,35,Self Enquiry,3,33,Salaried,Male,2,3,Deluxe,3,Single,2,1,5,0,0,Manager,20813
201288,0,35,Company Invited,1,8,Small Business,Male,2,3,Deluxe,3,Married,3,0,3,0,1,Manager,20762
201302,0,35,Self Enquiry,1,29,Small Business,Male,3,5,Basic,3,Married,1,0,1,1,0,Executive,17705
201380,0,35,Self Enquiry,3,24,Small Business,Male,3,3,Deluxe,5,Married,1,0,3,0,0,Manager,17144
201392,0,35,Self Enquiry,3,13,Salaried,Female,2,3,Deluxe,3,Married,2,1,4,1,1,Manager,20204
201422,0,35,Self Enquiry,1,17,Small Business,Male,2,3,Basic,3,Married,1,1,5,0,0,Executive,17660
201424,0,35,Self Enquiry,1,15,Small Business,Male,2,3,Deluxe,3,Single,2,0,4,0,1,Manager,20098
201450,0,35,Self Enquiry,2,32,Salaried,Fe Male,2,3,Standard,3,Unmarried,2,1,1,1,0,Senior Manager,23837
201456,0,35,Company Invited,1,24,Salaried,Male,3,3,Deluxe,3,Married,2,1,3,1,0,Manager,20689
201458,0,35,Self Enquiry,1,6,Salaried,Female,3,5,Basic,3,Married,2,0,3,0,1,Executive,17977
201480,0,35,Self Enquiry,1,22,Small Business,Male,2,1,Basic,4,Married,1,0,4,1,1,Executive,17426
201507,0,35,Self Enquiry,3,8,Small Business,Female,3,3,Basic,3,Married,2,0,1,1,2,Executive,17014
201510,0,35,Self Enquiry,1,10,Salaried,Male,3,3,Basic,3,Married,2,0,4,1,1,Executive,16951
201519,0,35,Self Enquiry,1,14,Salaried,Male,2,1,Basic,3,Married,2,0,5,1,1,Executive,17269
201523,0,35,Company Invited,1,17,Small Business,Male,3,4,Standard,5,Married,3,1,5,1,2,Senior Manager,24884
201526,0,35,Company Invited,3,5,Salaried,Male,3,3,Standard,5,Married,2,0,4,0,0,Senior Manager,24069
201538,0,35,Company Invited,1,6,Small Business,Male,3,3,Basic,5,Married,5,0,1,0,1,Executive,17194
201551,0,35,Self Enquiry,1,6,Small Business,Male,1,4,Basic,3,Single,2,0,4,1,0,Executive,17859
201621,0,35,Self Enquiry,3,6,Small Business,Male,3,3,Standard,4,Married,2,0,4,0,0,Senior Manager,22295
201662,1,35,Self Enquiry,1,29,Salaried,Male,2,4,Deluxe,3,Married,4,1,4,1,0,Manager,20916
201698,0,35,Company Invited,3,6,Small Business,Fe Male,3,3,Standard,3,Unmarried,2,0,5,1,0,Senior Manager,23789
201746,0,35,Self Enquiry,1,28,Salaried,Female,3,1,Standard,4,Married,1,0,5,1,2,Senior Manager,26996
201767,0,35,Self Enquiry,3,22,Small Business,Male,3,3,Standard,4,Married,1,0,1,1,1,Senior Manager,23020
201814,0,35,Self Enquiry,1,11,Large Business,Male,3,3,Standard,4,Unmarried,1,0,3,1,1,Senior Manager,23095
201842,0,35,Self Enquiry,1,15,Salaried,Male,3,4,Deluxe,4,Unmarried,1,0,1,0,1,Manager,21540
201908,0,35,Self Enquiry,1,22,Salaried,Male,3,3,Standard,3,Married,5,1,1,0,0,Senior Manager,22632
201978,0,35,Self Enquiry,1,12,Salaried,Male,2,5,Deluxe,3,Unmarried,2,0,5,0,1,Manager,21646
201985,0,35,Company Invited,1,9,Salaried,Male,2,4,Basic,3,Married,2,0,1,1,1,Executive,16281
202027,0,35,Company Invited,1,8,Salaried,Female,3,3,Deluxe,5,Married,3,0,4,1,2,Manager,20093
202050,0,35,Self Enquiry,3,14,Salaried,Female,3,3,Basic,3,Married,2,0,3,1,2,Executive,17572
202066,0,35,Self Enquiry,1,6,Salaried,Female,2,1,Basic,3,Single,4,0,3,1,1,Executive,17506
202081,0,35,Self Enquiry,1,13,Salaried,Male,2,3,Standard,3,Unmarried,4,0,3,0,1,Senior Manager,25221
202090,0,35,Self Enquiry,1,33,Small Business,Female,2,4,Basic,5,Single,2,0,4,0,1,Executive,17559
202105,0,35,Self Enquiry,1,15,Salaried,Female,3,4,Standard,3,Married,2,1,4,1,2,Senior Manager,25685
202106,1,35,Company Invited,1,31,Salaried,Female,3,3,Basic,4,Married,2,1,3,1,1,Executive,17022
202117,0,35,Self Enquiry,1,31,Large Business,Male,3,4,Standard,4,Married,4,0,3,1,1,Senior Manager,25903
202174,0,35,Self Enquiry,3,9,Salaried,Male,3,3,Standard,3,Married,7,0,5,0,2,Senior Manager,22823
202199,0,35,Self Enquiry,1,31,Small Business,Female,2,3,Standard,3,Married,2,1,3,0,1,Senior Manager,25388
202261,1,35,Self Enquiry,3,10,Large Business,Male,2,3,Standard,5,Unmarried,1,1,4,1,1,Senior Manager,24582
202310,0,35,Self Enquiry,1,6,Small Business,Male,2,4,Basic,3,Married,7,0,1,1,1,Executive,17258
202316,0,35,Self Enquiry,1,8,Salaried,Male,2,4,Standard,4,Married,3,0,4,1,0,Senior Manager,25274
202318,0,35,Company Invited,1,10,Salaried,Male,2,4,Basic,3,Married,2,0,1,1,1,Executive,17376
202340,0,35,Self Enquiry,3,23,Salaried,Male,3,3,Deluxe,5,Married,4,1,3,0,2,Manager,23966
202358,0,35,Company Invited,3,14,Small Business,Female,3,4,Standard,3,Married,5,1,5,1,2,Senior Manager,25377
202443,1,35,Self Enquiry,1,13,Salaried,Male,3,3,Basic,4,Single,2,1,3,1,1,Executive,20363
202457,0,35,Self Enquiry,1,26,Small Business,Male,4,4,Basic,3,Married,2,0,3,0,3,Executive,21339
202466,0,35,Self Enquiry,1,14,Salaried,Female,3,4,Standard,4,Single,2,0,3,1,1,Senior Manager,30672
202468,1,35,Self Enquiry,1,13,Small Business,Male,3,4,Basic,5,Unmarried,4,0,2,1,2,Executive,21638
202490,0,35,Company Invited,3,30,Small Business,Male,4,4,Deluxe,3,Unmarried,2,0,5,1,2,Manager,23246
202528,0,35,Self Enquiry,1,7,Small Business,Male,4,4,Deluxe,4,Divorced,3,0,5,0,1,Manager,23003
202547,0,35,Self Enquiry,1,13,Salaried,Female,3,4,Deluxe,3,Unmarried,3,0,3,1,1,Manager,23487
202555,1,35,Company Invited,1,14,Salaried,Male,4,6,Deluxe,3,Unmarried,3,1,5,1,2,Manager,24752
202558,0,35,Self Enquiry,1,13,Salaried,Female,3,5,Deluxe,4,Married,8,0,3,0,2,Manager,23183
202560,0,35,Self Enquiry,1,12,Small Business,Female,3,5,Standard,5,Single,4,0,2,0,1,Senior Manager,30309
202603,0,35,Company Invited,3,9,Small Business,Female,4,4,Basic,3,Divorced,8,0,5,1,3,Executive,20909
202625,0,35,Self Enquiry,1,34,Small Business,Female,4,4,Basic,4,Single,4,0,3,1,1,Executive,20989
202632,0,35,Company Invited,1,9,Salaried,Male,3,5,Deluxe,3,Divorced,3,0,4,0,1,Manager,28225
202646,0,35,Company Invited,1,17,Small Business,Male,3,4,Basic,3,Married,3,1,3,1,1,Executive,22493
202691,0,35,Self Enquiry,1,9,Salaried,Male,3,5,Deluxe,5,Divorced,8,0,4,0,2,Manager,24635
202822,1,35,Company Invited,3,26,Small Business,Male,4,3,Deluxe,3,Unmarried,2,1,2,1,3,Manager,23982
202837,0,35,Company Invited,3,11,Small Business,Female,4,4,Deluxe,3,Divorced,2,0,2,1,1,Manager,25216
202859,1,35,Company Invited,3,13,Small Business,Female,3,6,Basic,3,Married,2,0,4,1,2,Executive,21029
202876,0,35,Self Enquiry,1,9,Salaried,Male,4,5,Basic,3,Married,5,0,5,1,1,Executive,21446
202884,1,35,Company Invited,2,30,Salaried,Female,3,4,Standard,5,Married,2,1,3,1,1,Senior Manager,28628
202906,0,35,Self Enquiry,3,28,Salaried,Male,4,3,Deluxe,3,Unmarried,3,0,3,1,1,Manager,24015
202925,0,35,Self Enquiry,1,7,Salaried,Male,3,5,Basic,3,Divorced,3,1,2,0,1,Executive,22300
202938,0,35,Self Enquiry,3,21,Large Business,Female,3,4,Basic,3,Married,3,1,5,1,2,Executive,21257
202947,0,35,Self Enquiry,1,7,Salaried,Male,3,4,Basic,3,Divorced,3,0,3,1,1,Executive,21369
202968,0,35,Self Enquiry,1,16,Small Business,Fe Male,3,5,Standard,4,Unmarried,3,0,2,1,2,Senior Manager,27299
202993,0,35,Self Enquiry,1,15,Small Business,Fe Male,4,4,Deluxe,3,Unmarried,5,0,4,1,2,Manager,24820
203004,0,35,Self Enquiry,1,15,Salaried,Female,3,4,Deluxe,5,Married,5,0,5,1,1,Manager,23799
203011,0,35,Self Enquiry,3,9,Salaried,Male,3,4,Deluxe,3,Unmarried,3,0,5,0,1,Manager,24952
203018,0,35,Self Enquiry,1,7,Salaried,Female,4,2,Basic,3,Unmarried,4,0,2,0,1,Executive,21958
203023,0,35,Self Enquiry,1,9,Small Business,Female,3,5,Basic,5,Unmarried,3,0,2,1,2,Executive,23059
203027,0,35,Self Enquiry,3,15,Salaried,Female,4,4,Deluxe,5,Divorced,7,0,2,1,1,Manager,25178
203050,0,35,Company Invited,1,23,Salaried,Female,4,5,Basic,3,Single,3,0,5,1,2,Executive,21231
203057,0,35,Self Enquiry,2,10,Salaried,Male,3,4,Basic,3,Divorced,2,0,2,1,2,Executive,22415
203115,0,35,Self Enquiry,1,17,Salaried,Male,3,4,Basic,4,Married,3,0,2,1,1,Executive,20686
203201,0,35,Self Enquiry,3,7,Small Business,Male,4,2,Deluxe,3,Married,2,0,5,1,3,Manager,28403
203207,0,35,Self Enquiry,3,17,Salaried,Female,3,4,Basic,3,Divorced,3,1,2,0,2,Executive,20898
203238,0,35,Company Invited,1,10,Salaried,Male,3,4,Deluxe,3,Unmarried,2,0,2,1,1,Manager,26434
203247,0,35,Company Invited,1,10,Salaried,Male,3,5,Basic,3,Divorced,5,0,2,1,1,Executive,21657
203266,0,35,Company Invited,1,9,Salaried,Male,4,4,Deluxe,3,Unmarried,4,0,4,1,3,Manager,22711
203278,0,35,Self Enquiry,3,16,Salaried,Female,4,4,Deluxe,3,Divorced,3,0,2,1,3,Manager,24392
203291,0,35,Company Invited,1,7,Small Business,Male,4,5,Deluxe,5,Unmarried,2,0,2,1,3,Manager,24021
203350,0,35,Self Enquiry,1,27,Large Business,Female,3,2,Basic,3,Divorced,2,0,1,1,1,Executive,21263
203361,0,35,Self Enquiry,3,9,Small Business,Female,3,4,Deluxe,5,Unmarried,2,1,3,1,1,Manager,23216
203364,0,35,Company Invited,1,26,Small Business,Female,3,4,Deluxe,4,Married,6,0,3,1,1,Manager,23122
203367,0,35,Company Invited,2,18,Salaried,Male,3,5,Deluxe,4,Divorced,6,0,5,0,2,Manager,23168
203402,0,35,Self Enquiry,1,16,Salaried,Male,3,4,Standard,3,Married,2,0,5,1,2,Senior Manager,27178
203408,0,35,Self Enquiry,3,22,Small Business,Fe Male,4,4,Deluxe,5,Unmarried,3,0,1,1,3,Manager,24803
203421,0,35,Company Invited,1,33,Large Business,Female,4,5,Basic,3,Married,3,0,1,1,1,Executive,20707
203423,0,35,Self Enquiry,1,36,Small Business,Male,3,4,Deluxe,3,Divorced,6,0,3,0,1,Manager,24107
203427,0,35,Self Enquiry,1,9,Large Business,Fe Male,4,4,Deluxe,3,Unmarried,3,0,5,1,2,Manager,25365
203459,0,35,Company Invited,1,7,Salaried,Male,4,4,Basic,5,Married,7,0,1,1,3,Executive,21674
203471,0,35,Self Enquiry,1,7,Salaried,Female,3,5,Basic,4,Divorced,7,0,1,1,2,Executive,21972
203483,1,35,Self Enquiry,2,16,Large Business,Female,3,4,Basic,3,Divorced,3,0,1,1,1,Executive,21420
203492,0,35,Self Enquiry,3,10,Salaried,Male,3,6,Deluxe,5,Unmarried,5,0,5,1,2,Manager,23437
203502,1,35,Self Enquiry,3,31,Small Business,Female,3,5,Deluxe,4,Unmarried,2,1,5,1,1,Manager,23277
203528,0,35,Self Enquiry,3,7,Large Business,Male,4,5,Standard,3,Divorced,3,1,1,1,2,Senior Manager,25761
203531,0,35,Self Enquiry,3,14,Large Business,Male,3,4,Basic,3,Married,2,1,1,0,2,Executive,20986
203559,0,35,Self Enquiry,1,14,Small Business,Male,3,4,Basic,3,Unmarried,3,0,1,0,2,Executive,21650
203561,0,35,Self Enquiry,1,7,Salaried,Male,3,4,Deluxe,3,Married,2,0,4,1,1,Manager,24162
203575,0,35,Company Invited,1,17,Large Business,Male,4,5,Deluxe,3,Married,3,0,4,1,2,Manager,23741
203590,0,35,Company Invited,1,17,Salaried,Male,3,2,Deluxe,3,Married,3,0,4,1,1,Manager,23402
203623,0,35,Self Enquiry,1,10,Salaried,Female,4,4,Deluxe,4,Married,3,0,5,1,3,Manager,24111
203652,0,35,Self Enquiry,1,12,Small Business,Male,3,5,Deluxe,3,Married,3,0,4,1,2,Manager,22664
203656,0,35,Self Enquiry,1,26,Salaried,Female,3,5,Basic,3,Married,3,0,4,1,2,Executive,21607
203696,0,35,Self Enquiry,1,9,Small Business,Male,4,2,Basic,3,Married,2,1,1,0,2,Executive,21610
203711,0,35,Company Invited,3,17,Salaried,Male,3,4,Deluxe,3,Married,3,1,1,1,2,Manager,22679
203714,0,35,Self Enquiry,3,10,Salaried,Fe Male,3,6,Deluxe,3,Unmarried,7,0,1,1,1,Manager,24707
203734,1,35,Company Invited,1,16,Salaried,Male,4,4,Deluxe,5,Married,6,0,3,0,2,Manager,24024
203744,0,35,Self Enquiry,3,15,Large Business,Male,4,2,Deluxe,3,Married,3,0,1,0,3,Manager,25477
203786,0,35,Self Enquiry,3,11,Salaried,Male,4,4,Standard,3,Married,4,1,4,0,3,Senior Manager,28391
203797,1,35,Company Invited,1,23,Large Business,Male,3,6,Basic,5,Married,3,1,3,1,1,Executive,20985
203803,0,35,Self Enquiry,3,10,Small Business,Female,4,5,Deluxe,3,Married,5,1,3,0,1,Manager,26781
203812,0,35,Company Invited,1,29,Salaried,Male,3,5,Deluxe,3,Married,3,1,1,1,1,Manager,24425
203828,0,35,Self Enquiry,3,7,Small Business,Male,3,4,Standard,3,Unmarried,3,0,5,1,1,Senior Manager,28566
203829,0,35,Self Enquiry,3,20,Small Business,Male,3,4,Standard,3,Married,3,0,1,1,2,Senior Manager,27306
203890,0,35,Self Enquiry,3,35,Small Business,Female,4,5,Deluxe,3,Married,3,0,5,1,1,Manager,25390
203913,0,35,Self Enquiry,1,15,Small Business,Male,3,2,Deluxe,3,Married,4,0,3,0,2,Manager,23082
203927,0,35,Self Enquiry,1,26,Small Business,Male,4,4,Basic,3,Married,2,0,3,0,1,Executive,21339
203936,0,35,Self Enquiry,1,14,Salaried,Female,3,4,Standard,4,Single,2,0,5,0,1,Senior Manager,30672
203938,1,35,Self Enquiry,1,13,Small Business,Male,3,4,Basic,5,Unmarried,4,0,4,0,1,Executive,21638
203960,0,35,Company Invited,3,30,Small Business,Male,4,4,Deluxe,3,Unmarried,2,0,5,0,2,Manager,23246
203998,0,35,Self Enquiry,1,7,Small Business,Male,4,4,Deluxe,4,Married,3,0,5,1,3,Manager,23003
204017,0,35,Self Enquiry,1,13,Salaried,Female,3,4,Deluxe,3,Unmarried,3,0,3,0,1,Manager,23487
204025,1,35,Company Invited,1,14,Salaried,Male,4,6,Deluxe,3,Unmarried,3,1,5,1,1,Manager,24752
204028,0,35,Self Enquiry,1,13,Salaried,Female,3,5,Deluxe,4,Married,8,0,3,1,1,Manager,23183
204030,0,35,Self Enquiry,1,12,Small Business,Female,3,5,Standard,5,Single,4,0,1,1,2,Senior Manager,30309
204073,0,35,Company Invited,3,9,Small Business,Female,4,4,Basic,3,Married,8,0,5,0,1,Executive,20909
204095,0,35,Self Enquiry,1,34,Small Business,Female,4,4,Basic,4,Single,4,0,3,0,1,Executive,20989
204102,0,35,Company Invited,1,9,Salaried,Male,3,5,Deluxe,3,Married,3,0,4,0,2,Manager,28225
204116,0,35,Company Invited,1,17,Small Business,Male,3,4,Basic,3,Married,3,1,3,1,2,Executive,22493
204161,0,35,Self Enquiry,1,9,Salaried,Male,3,5,Deluxe,5,Married,8,0,4,0,2,Manager,24635
204292,1,35,Company Invited,3,26,Small Business,Male,4,2,Deluxe,3,Unmarried,2,1,1,0,1,Manager,23982
204307,0,35,Company Invited,3,11,Small Business,Female,4,4,Deluxe,3,Married,2,0,1,0,1,Manager,25216
204329,1,35,Company Invited,3,13,Small Business,Female,3,6,Basic,3,Married,2,0,4,0,2,Executive,21029
204346,0,35,Self Enquiry,1,9,Salaried,Male,4,5,Basic,3,Married,5,0,5,1,3,Executive,21446
204354,1,35,Company Invited,2,30,Salaried,Female,3,4,Standard,5,Married,2,1,3,1,1,Senior Manager,28628
204376,0,35,Self Enquiry,3,28,Salaried,Male,4,2,Deluxe,3,Unmarried,3,0,3,0,1,Manager,24015
204395,0,35,Self Enquiry,1,7,Salaried,Male,3,5,Basic,3,Married,3,1,1,1,2,Executive,22300
204408,0,35,Self Enquiry,3,21,Large Business,Female,3,4,Basic,3,Married,3,1,5,1,1,Executive,21257
204417,0,35,Self Enquiry,1,7,Salaried,Male,3,4,Basic,3,Married,3,0,3,1,2,Executive,21369
204438,0,35,Self Enquiry,1,16,Small Business,Fe Male,3,5,Standard,4,Unmarried,3,0,1,1,1,Senior Manager,27299
204463,0,35,Self Enquiry,1,15,Small Business,Fe Male,4,4,Deluxe,3,Unmarried,5,0,4,0,2,Manager,24820
204474,0,35,Self Enquiry,1,15,Salaried,Female,3,4,Deluxe,5,Married,5,0,5,1,2,Manager,23799
204481,0,35,Self Enquiry,3,9,Salaried,Male,3,4,Deluxe,3,Unmarried,3,0,5,0,2,Manager,24952
204488,0,35,Self Enquiry,1,7,Salaried,Female,4,2,Basic,3,Unmarried,4,0,1,1,2,Executive,21958
204493,0,35,Self Enquiry,1,9,Small Business,Female,3,5,Basic,5,Unmarried,3,0,1,1,1,Executive,23059
204497,0,35,Self Enquiry,3,15,Salaried,Female,4,4,Deluxe,5,Married,7,0,1,1,3,Manager,25178
204520,0,35,Company Invited,1,23,Salaried,Female,4,5,Basic,3,Single,3,0,5,1,3,Executive,21231
204527,0,35,Self Enquiry,2,10,Salaried,Male,3,4,Basic,3,Married,2,0,1,1,1,Executive,22415
204585,0,35,Self Enquiry,1,17,Salaried,Male,3,4,Basic,4,Married,3,0,1,1,2,Executive,20686
204671,0,35,Self Enquiry,3,7,Small Business,Male,4,2,Deluxe,3,Married,2,0,5,0,2,Manager,28403
204677,0,35,Self Enquiry,3,17,Salaried,Female,3,4,Basic,3,Married,3,1,1,0,2,Executive,20898
204708,0,35,Company Invited,1,10,Salaried,Male,3,4,Deluxe,3,Unmarried,2,0,1,1,1,Manager,26434
204717,0,35,Company Invited,1,10,Salaried,Male,3,5,Basic,3,Married,5,0,1,0,1,Executive,21657
204736,0,35,Company Invited,1,9,Salaried,Male,4,4,Deluxe,3,Unmarried,4,0,4,1,2,Manager,22711
204748,0,35,Self Enquiry,3,16,Salaried,Female,4,4,Deluxe,3,Married,3,0,1,0,1,Manager,24392
204761,0,35,Company Invited,1,8,Small Business,Male,4,5,Deluxe,5,Unmarried,2,0,1,0,1,Manager,24021
204820,1,35,Self Enquiry,1,14,Salaried,Male,4,4,Deluxe,3,Married,3,0,3,0,1,Manager,21263
204831,1,35,Self Enquiry,1,24,Salaried,Female,3,4,Basic,3,Unmarried,3,1,5,1,1,Executive,23216
204834,1,35,Company Invited,3,8,Salaried,Female,3,6,Basic,3,Unmarried,3,0,3,0,2,Executive,23122
204837,1,35,Self Enquiry,3,16,Small Business,Male,3,4,Standard,3,Married,6,0,3,1,2,Senior Manager,23168
204872,1,35,Company Invited,1,24,Large Business,Male,3,5,Basic,3,Married,2,1,5,1,2,Executive,27178
204878,1,35,Self Enquiry,1,17,Small Business,Male,3,4,Deluxe,5,Unmarried,3,0,4,0,1,Manager,24803
200013,0,34,Self Enquiry,1,25,Small Business,Male,3,3,Basic,3,Married,1,0,3,0,2,Executive,17661
200022,0,34,Self Enquiry,1,13,Salaried,Fe Male,2,3,Standard,4,Unmarried,1,0,3,1,0,Senior Manager,26994
200024,1,34,Self Enquiry,1,12,Small Business,Male,2,3,Basic,5,Single,3,0,2,1,1,Executive,17960
200111,1,34,Company Invited,1,13,Salaried,Male,3,5,Deluxe,3,Single,2,1,5,1,1,Manager,21074
200116,0,34,Self Enquiry,1,11,Small Business,Fe Male,2,4,Standard,5,Unmarried,3,0,2,0,0,Senior Manager,26631
200159,0,34,Company Invited,3,8,Small Business,Female,3,3,Basic,3,Divorced,7,0,5,1,2,Executive,17231
200181,0,34,Self Enquiry,1,33,Small Business,Female,3,3,Basic,4,Single,3,0,3,1,0,Executive,17311
200188,0,34,Company Invited,1,8,Salaried,Male,2,4,Deluxe,3,Divorced,2,0,4,0,0,Manager,24547
200247,0,34,Self Enquiry,1,8,Salaried,Male,2,4,Deluxe,5,Divorced,7,0,4,0,1,Manager,20957
200378,1,34,Company Invited,3,25,Small Business,Male,3,2,Deluxe,3,Single,1,1,2,1,2,Manager,20304
200393,0,34,Company Invited,3,10,Small Business,Female,3,3,Deluxe,3,Divorced,1,0,2,1,0,Manager,21538
200415,1,34,Company Invited,3,12,Small Business,Female,2,5,Basic,3,Married,1,0,4,1,1,Executive,17351
200432,0,34,Self Enquiry,1,8,Salaried,Male,3,4,Basic,3,Married,4,0,5,1,0,Executive,17768
200440,1,34,Company Invited,2,29,Salaried,Female,2,3,Standard,5,Married,1,1,3,1,0,Senior Manager,24950
200462,0,34,Self Enquiry,3,27,Salaried,Male,3,2,Deluxe,3,Single,2,0,3,1,0,Manager,20337
200494,0,34,Self Enquiry,3,20,Large Business,Female,2,3,Basic,3,Married,2,1,5,1,1,Executive,17579
200503,0,34,Self Enquiry,1,6,Salaried,Male,2,3,Basic,3,Divorced,2,0,3,1,0,Executive,17691
200524,0,34,Self Enquiry,1,15,Small Business,Fe Male,2,4,Standard,4,Unmarried,2,0,2,1,1,Senior Manager,23621
200549,0,34,Self Enquiry,1,14,Small Business,Female,3,3,Deluxe,3,Single,4,0,4,1,1,Manager,21142
200560,0,34,Self Enquiry,1,14,Salaried,Female,2,3,Deluxe,5,Married,4,0,5,1,0,Manager,20121
200567,0,34,Self Enquiry,3,8,Salaried,Male,2,3,Deluxe,3,Single,2,0,5,0,0,Manager,21274
200574,0,34,Self Enquiry,1,6,Salaried,Female,3,1,Basic,3,Single,3,0,2,0,0,Executive,18280
200583,0,34,Self Enquiry,3,14,Salaried,Female,3,3,Deluxe,5,Divorced,6,0,2,1,0,Manager,21500
200606,0,34,Company Invited,1,22,Salaried,Female,3,4,Basic,3,Single,2,0,5,1,1,Executive,17553
200671,0,34,Self Enquiry,1,16,Salaried,Male,2,3,Basic,4,Married,2,0,2,1,0,Executive,17008
200757,0,34,Self Enquiry,3,6,Small Business,Male,3,1,Deluxe,3,Married,1,0,5,1,2,Manager,24725
200763,0,34,Self Enquiry,3,16,Salaried,Female,2,3,Basic,3,Divorced,2,1,2,0,1,Executive,17220
200794,0,34,Company Invited,1,9,Salaried,Male,2,3,Deluxe,3,Unmarried,1,0,2,1,0,Manager,22756
200803,0,34,Company Invited,1,9,Salaried,Male,2,4,Basic,3,Divorced,4,0,2,1,0,Executive,17979
200834,0,34,Self Enquiry,3,15,Salaried,Female,3,3,Deluxe,3,Divorced,2,0,2,1,2,Manager,20714
200847,0,34,Company Invited,1,6,Small Business,Male,3,4,Deluxe,5,Single,1,0,2,1,2,Manager,20343
200906,0,34,Self Enquiry,1,26,Large Business,Female,2,1,Basic,3,Divorced,1,0,1,1,0,Executive,17585
200958,0,34,Self Enquiry,1,15,Salaried,Male,2,3,Standard,3,Married,1,0,5,1,1,Senior Manager,23500
200964,0,34,Self Enquiry,3,21,Small Business,Female,3,3,Deluxe,5,Single,2,0,1,1,2,Manager,21125
